match_id,innings,over,ball,batsman,bowler,runs_off_bat,extras,is_wicket
M159,1,4,6,Trent Boult,Gerald Coetzee,4,0,0
M078,2,5,2,Jake Fraser-McGurk,Jasprit Bumrah,1,0,0
M036,1,16,5,Prasidh Krishna,Jake Fraser-McGurk,4,0,0
M168,1,15,4,Mohammed Siraj,Rahmanullah Gurbaz,0,0,0
M013,2,16,3,Rinku Singh,Kyle Mayers,0,0,0
M168,2,9,4,Quinton de Kock,Mitchell Starc,4,0,0
M027,2,1,3,Trent Boult,Yash Dayal,1,1,0
M054,1,11,2,Jos Buttler,Rajat Patidar,0,0,0
M123,1,19,4,David Miller,Liam Livingstone,0,0,0
M133,1,4,1,Ben Stokes,Matheesha Pathirana,0,0,0
M035,2,14,2,Riyan Parag,Mitchell Marsh,4,0,0
M158,1,16,2,Jasprit Bumrah,Axar Patel,2,0,0
M077,2,5,3,Jake Fraser-McGurk,Marco Jansen,1,0,1
M008,2,13,5,Ben Stokes,Varun Chakravarthy,4,0,0
M236,2,6,6,Liam Livingstone,Shahbaz Ahmed,1,1,0
M013,1,20,4,Matheesha Pathirana,Tushar Deshpande,4,0,1
M093,2,8,6,Phil Salt,Rashid Khan,3,0,0
M079,2,1,1,Naveen ul Haq,Mitchell Starc,1,0,0
M108,2,2,5,Mitchell Starc,Devdutt Padikkal,4,0,0
M122,2,5,5,Yashasvi Jaiswal,Angkrish Raghuvanshi,2,0,0
M029,1,8,2,Mohsin Khan,Reece Topley,2,2,0
M174,1,9,2,Ruturaj Gaikwad,David Miller,0,1,0
M237,2,9,2,Shreyas Iyer,Tim David,2,0,0
M043,2,2,6,Riyan Parag,Harshal Patel,0,0,0
M185,2,19,4,Jake Fraser-McGurk,Mohsin Khan,3,0,0
M229,2,6,1,Mohammed Shami,Pat Cummins,2,0,0
M041,2,13,6,Mitchell Starc,Rajat Patidar,2,0,0
M132,2,8,1,Tim David,Arshdeep Singh,3,0,0
M211,1,5,3,Quinton de Kock,Daryl Mitchell,0,0,0
M210,2,1,4,Rachin Ravindra,Trent Boult,4,0,0
M018,2,14,2,Axar Patel,Ramandeep Singh,2,0,0
M069,1,8,2,Shreyas Iyer,Mohsin Khan,1,0,0
M114,1,20,3,Shreyas Iyer,Rachin Ravindra,0,0,0
M081,2,16,4,Faf du Plessis,Matheesha Pathirana,0,0,0
M036,1,8,6,Kuldeep Yadav,Josh Hazlewood,4,0,0
M234,2,13,1,Tim David,Ramandeep Singh,1,0,0
M111,1,1,3,Tim David,Ravindra Jadeja,0,0,0
M064,2,9,2,Ryan Rickelton,Varun Chakravarthy,0,0,0
M067,1,11,3,Riyan Parag,Nehal Wadhera,1,0,0
M126,1,13,1,Kagiso Rabada,Varun Chakravarthy,0,0,0
M053,1,11,5,Mohammed Shami,R Ashwin,0,0,0
M134,1,17,2,Sai Sudharsan,Devdutt Padikkal,1,0,0
M189,1,3,1,Bhuvneshwar Kumar,Trent Boult,2,0,0
M051,1,7,2,Mohsin Khan,Rashid Khan,1,0,0
M055,1,20,6,Harshal Patel,Devdutt Padikkal,1,0,0
M016,1,20,2,Nitish Kumar Reddy,Noor Ahmad,1,0,0
M052,2,13,4,Matheesha Pathirana,Rachin Ravindra,1,0,0
M040,2,10,4,Riyan Parag,Yash Dayal,0,0,0
M121,2,2,3,Ravindra Jadeja,Adam Zampa,6,1,0
M028,1,17,5,Noor Ahmad,Reece Topley,1,0,0
M046,2,9,4,Suryakumar Yadav,Naveen ul Haq,0,0,0
M037,2,2,3,Rashid Khan,Mayank Yadav,0,2,0
M026,2,3,1,T Natarajan,Kane Williamson,0,0,0
M014,2,18,4,Shreyas Iyer,Mitchell Starc,6,0,0
M164,1,1,1,Avesh Khan,Abdul Samad,1,0,0
M229,2,1,5,Dhruv Jurel,Venkatesh Iyer,0,0,0
M147,1,11,6,Mohammed Shami,Anrich Nortje,2,0,0
M156,1,18,3,Nitish Kumar Reddy,Angkrish Raghuvanshi,4,0,0
M115,2,4,2,Yuzvendra Chahal,Yash Dayal,3,0,0
M127,2,17,4,Lockie Ferguson,Angkrish Raghuvanshi,1,0,0
M160,1,3,1,Liam Livingstone,Glenn Phillips,1,0,0
M041,2,14,5,Riyan Parag,Mitchell Marsh,2,0,0
M132,2,4,2,Trent Boult,Ramandeep Singh,2,0,0
M075,1,2,2,Arshdeep Singh,Harshal Patel,2,0,0
M115,2,8,6,Arshdeep Singh,David Miller,1,0,0
M019,2,9,3,Rachin Ravindra,Harshal Patel,0,0,0
M196,2,9,6,Rinku Singh,Shahbaz Ahmed,0,0,0
M175,2,14,2,Marco Jansen,Liam Livingstone,0,0,0
M204,1,12,4,Rohit Sharma,Mohsin Khan,4,0,0
M136,1,17,3,Pat Cummins,Chris Jordan,0,0,0
M238,1,7,5,David Miller,Daryl Mitchell,6,0,0
M079,1,16,1,Ryan Rickelton,David Miller,1,0,0
M067,2,11,2,Mohammed Shami,Pat Cummins,1,0,0
M233,1,19,3,Suryakumar Yadav,David Miller,1,1,0
M192,2,19,4,Arshdeep Singh,Ravindra Jadeja,1,0,0
M109,2,1,6,Ishan Kishan,Shahbaz Ahmed,0,0,1
M032,2,10,5,Riyan Parag,Khaleel Ahmed,1,0,0
M220,1,17,3,Rahul Tripathi,Matheesha Pathirana,2,0,0
M244,2,8,4,Jake Fraser-McGurk,Kagiso Rabada,2,0,0
M005,1,12,3,Ravindra Jadeja,Kane Williamson,1,0,0
M082,2,7,5,Axar Patel,Rajat Patidar,6,0,0
M034,2,19,1,Dhruv Jurel,Tim David,2,0,0
M132,1,11,4,Rashid Khan,Anrich Nortje,3,0,0
M243,1,12,4,Riyan Parag,Mohammed Siraj,0,0,1
M023,2,16,3,Virat Kohli,Matheesha Pathirana,4,1,0
M154,1,13,3,Phil Salt,Anrich Nortje,1,1,0
M247,1,16,3,Kuldeep Yadav,Mitchell Starc,2,0,0
M092,1,18,6,Rachin Ravindra,Adam Zampa,2,0,0
M054,1,6,5,Arshdeep Singh,Shahbaz Ahmed,4,0,0
M003,2,11,5,Yuzvendra Chahal,Rachin Ravindra,3,0,0
M009,1,2,6,Travis Head,Rashid Khan,2,1,0
M099,2,19,3,Trent Boult,Anrich Nortje,1,0,0
M233,1,1,3,Shreyas Iyer,Liam Livingstone,2,0,0
M161,2,13,3,Quinton de Kock,Tushar Deshpande,4,0,0
M026,2,1,1,Mohammed Shami,Harpreet Brar,0,1,0
M140,1,20,4,Devdutt Padikkal,Shahbaz Ahmed,3,0,0
M087,2,3,2,Liam Livingstone,Angkrish Raghuvanshi,0,0,0
M126,1,5,6,Phil Salt,Harshal Patel,2,0,0
M245,1,18,1,Faf du Plessis,Varun Chakravarthy,0,1,0
M104,2,3,5,Glenn Maxwell,Liam Livingstone,0,0,0
M009,2,11,6,Mohammed Shami,Krunal Pandya,3,0,0
M242,2,3,4,Rinku Singh,Mohammed Siraj,0,0,0
M093,1,17,5,KL Rahul,Naveen ul Haq,0,0,0
M029,1,13,6,Sai Sudharsan,Marco Jansen,2,1,1
M110,2,4,5,Kagiso Rabada,Mohsin Khan,1,1,0
M092,1,16,2,Avesh Khan,Jason Holder,1,0,0
M125,1,6,5,Noor Ahmad,Trent Boult,0,0,0
M027,1,1,6,Sam Curran,Josh Hazlewood,0,0,0
M128,1,11,3,Ravindra Jadeja,Arshdeep Singh,0,1,0
M117,2,10,3,Mayank Yadav,Nehal Wadhera,2,0,0
M210,2,9,4,Avesh Khan,Anrich Nortje,1,0,0
M135,1,6,2,Mohsin Khan,Chris Jordan,3,1,0
M126,1,13,2,Virat Kohli,Rajat Patidar,0,0,0
M148,2,12,3,Prasidh Krishna,Glenn Phillips,0,0,0
M193,2,17,6,Suryakumar Yadav,Rajat Patidar,1,0,0
M062,1,8,1,Bhuvneshwar Kumar,Matheesha Pathirana,2,0,0
M165,1,15,3,Naveen ul Haq,Reece Topley,1,0,0
M191,1,18,4,Glenn Maxwell,Noor Ahmad,1,0,0
M248,1,13,4,Mohammed Siraj,Jake Fraser-McGurk,4,0,0
M083,1,14,1,Riyan Parag,Daryl Mitchell,4,0,0
M018,2,2,1,Phil Salt,Tushar Deshpande,3,0,0
M025,1,12,3,Ryan Rickelton,Krunal Pandya,0,0,0
M039,1,8,1,Riyan Parag,Shimron Hetmyer,1,0,0
M021,2,3,5,Bhuvneshwar Kumar,Harshal Patel,6,0,0
M174,2,13,3,Devdutt Padikkal,Naveen ul Haq,0,0,0
M069,2,13,4,Sai Sudharsan,Mitchell Marsh,1,0,0
M001,2,16,2,Kuldeep Yadav,Krunal Pandya,1,0,0
M057,1,12,6,Ryan Rickelton,Noor Ahmad,2,0,0
M068,1,5,3,Ishan Kishan,Kagiso Rabada,2,0,0
M001,1,3,3,Liam Livingstone,Tim David,2,1,0
M177,2,20,1,Faf du Plessis,Marco Jansen,1,0,0
M205,2,11,1,Shivam Dube,Tushar Deshpande,1,0,0
M051,1,1,5,Nitish Kumar Reddy,Shimron Hetmyer,1,0,1
M211,1,4,5,Shubman Gill,Matheesha Pathirana,1,0,0
M163,1,15,2,Nicholas Pooran,Chris Jordan,4,0,0
M055,1,6,5,Nicholas Pooran,R Sai Kishore,2,1,0
M044,2,9,1,Mohammed Siraj,Abdul Samad,6,0,0
M196,2,16,3,Ishan Kishan,Yuzvendra Chahal,4,0,0
M011,2,17,5,Travis Head,Will Jacks,0,2,0
M012,1,7,5,Shreyas Iyer,Tim David,6,0,0
M046,2,12,1,Mukesh Kumar,Josh Hazlewood,1,0,0
M218,1,11,3,Kuldeep Yadav,Mitchell Marsh,3,0,0
M168,1,19,4,Phil Salt,Reece Topley,1,0,0
M108,1,17,1,Quinton de Kock,Jason Holder,1,0,0
M190,1,15,3,Trent Boult,Mitchell Marsh,1,0,0
M156,1,17,3,Riyan Parag,Khaleel Ahmed,2,1,0
M220,1,15,4,Harshal Patel,Josh Hazlewood,1,0,0
M005,2,13,3,Ravindra Jadeja,R Sai Kishore,4,0,0
M167,2,3,1,Abhishek Sharma,Shimron Hetmyer,2,0,0
M077,2,11,6,Kuldeep Yadav,David Miller,1,0,0
M071,2,5,5,Noor Ahmad,Chris Jordan,1,0,0
M228,2,4,1,Pat Cummins,Khaleel Ahmed,1,0,0
M045,1,19,2,Mitchell Starc,Kyle Mayers,0,0,0
M148,2,12,3,Ben Stokes,Ashutosh Sharma,0,1,0
M136,2,6,1,Tilak Varma,Mohammed Siraj,2,0,0
M186,2,5,6,Marco Jansen,Noor Ahmad,2,0,0
M093,1,13,5,Riyan Parag,Harpreet Brar,2,0,0
M135,2,8,2,Varun Chakravarthy,Harshal Patel,0,0,0
M204,1,18,5,Travis Head,Aiden Markram,0,1,0
M116,2,15,5,Naveen ul Haq,Noor Ahmad,1,0,0
M111,2,4,6,Mohammed Siraj,Varun Chakravarthy,4,0,0
M098,1,14,1,Yuzvendra Chahal,Kagiso Rabada,0,0,0
M094,2,16,4,Rashid Khan,Varun Chakravarthy,1,0,0
M213,1,15,1,Washington Sundar,Pat Cummins,4,1,0
M227,1,18,5,Mitchell Starc,Matheesha Pathirana,2,0,1
M047,2,9,4,Shivam Dube,Mohsin Khan,0,0,0
M235,1,3,3,Bhuvneshwar Kumar,Liam Livingstone,1,0,0
M046,1,20,3,Harshal Patel,Harshal Patel,1,0,0
M129,1,12,4,Sam Curran,Nehal Wadhera,0,0,0
M024,2,11,1,Noor Ahmad,Quinton de Kock,1,0,0
M132,1,15,1,David Miller,Adam Zampa,2,0,1
M118,2,14,5,Rahul Tripathi,Ramandeep Singh,0,0,0
M189,2,10,6,Yuzvendra Chahal,Rashid Khan,2,0,0
M249,1,15,2,Bhuvneshwar Kumar,Ravindra Jadeja,4,0,0
M218,1,13,5,Marco Jansen,Ramandeep Singh,0,0,0
